,listing_id,name,host_id,host_name,neighbourhood_full,coordinates,room_type,price,number_of_reviews,last_review,reviews_per_month,availability_365,rating,number_of_stays,5_stars,listing_added
14,20572019,Brooklyn home available,145219249,Dovber,"Brooklyn, Crown Heights","(40.66592, -73.94266)",Entire home/apt,350$,0,,,0,,,,2018-07-20
15,35831474,"Large Apt with Patio, walking to Times Square!!!!!",79008205,Josh,"Manhattan, Midtown","(40.75225, -73.97107)",Entire home/apt,165$,0,,,330,,,,2018-10-14
16,21698446,Private Room In Manhattan!,32798079,Mike & Kevin,"Manhattan, Harlem","(40.81691, -73.93735)",Private room,98$,94,2019-07-03,4.65,117,3.0350458522936288,112.8,0.6494435574641232,2018-12-28
17,33635065,Sonder | Stock Exchange | Cozy 1BR + Laundry,219517861,Sonder (NYC),"Manhattan, Financial District","(40.7071, -74.01194)",Entire home/apt,230$,6,2019-06-20,2.28,327,4.203225120946259,7.1999999999999975,0.6904391703617351,2018-12-15
18,1479113,"Spacious, quiet room with private full bathroom.",176836,Gil,"Manhattan, Lower East Side","(40.71501, -73.98061)",Private room,49$,90,2019-01-01,1.29,0,3.3476103317230566,108.0,0.7058617338328939,2018-06-28
19,14817574,Spacious Room in the heart of Greenwich Village!,88398053,Colleen,"Manhattan, Greenwich Village","(40.72807, -73.99925)",Private,99$,5,2017-08-20,0.15,0,4.847748651809394,6.0,0.6377123075954432,2017-02-14
20,26398320,Cozy room w/ private balcony and incredible views!,45448756,Lucia,"Manhattan, East Village","(40.72777, -73.98568)",Private room,99$,5,2019-05-20,0.43,11,3.4113704096850026,6.0,0.6742733626229267,2018-11-14
21,6654984,Beautiful apartment in trendy Brooklyn,5417600,Elvira,"Brooklyn, Park Slope","(40.67376, -73.98397)",Entire home/apt,200$,4,2018-06-16,0.14,173,3.0886514932873705,4.8,0.6410034681945462,2017-12-11
22,20655740,Penthouse Studio with Queen Bed & Private Rooftop,6655660,Kate,"Manhattan, Lower East Side","(40.71798, -73.98418000000002)",Entire home/apt,275$,17,2019-05-22,0.76,171,3.6202307926139934,20.4,0.6066023595014377,2018-11-16
23,21324522,Brownstone Duplex with Private Outdoor Patio!,12337318,Andrew,"Manhattan, Harlem","(40.82296, -73.94545)",Entire home/apt,200$,38,2019-06-10,1.89,101,4.185764900681063,45.6,0.639607277080185,2018-12-05
24,35389003,Live good live cheap in Manhattan,109231531,Sophia,"Manhattan, Washington Heights","(40.84414, -73.94099)",Private room,90$,0,,,179,,,,2018-05-23
25,9823806,Spacious 1BD-1 Block to Bedford L!,18195071,Ben,"Brooklyn, Williamsburg","(40.71481, -73.95475)",Entire home/apt,160$,0,,,0,,,,2018-06-16
26,11532518,1 Bedroom Apt East Village/USQ,24319977,Charles,"Manhattan, East Village","(40.72895, -73.98558)",Entire home/apt,200$,0,,,0,,,,2018-07-01
27,13885982,The Bushwick Museum,11841497,Amanda,"Brooklyn, Bushwick","(40.70112, -73.93086)",Private room,55$,3,2016-07-29,0.08,0,3.207637176546392,3.6,0.7301396243328571,2016-01-24
28,23514583,"Luxury High Line Chelsea Doorman, Roof Deck/Gym",19043062,Regi,"Manhattan, Chelsea","(40.74057, -74.00263000000002)",Entire home/apt,150$,21,2019-06-19,1.46,5,4.969092659517816,25.2,0.8677524822535911,2018-12-14
29,25328184,Bedstuy Fly!  Two Bedroom Garden Apartment.,1417893,Ingrid,"Brooklyn, Bedford-Stuyvesant","(40.68902, -73.92838)",Entire home/apt,160$,52,2019-06-22,3.9,37,4.418133677004285,62.4,0.7033452627893936,2018-12-17
30,34365364,"Warm, Comfortable, and Joyful Loft in Brooklyn",68869481,Geraldine,"Brooklyn, Gowanus","(40.67152, -73.98991)",Entire home/apt,180$,3,2019-06-23,2.09,5,3.635255068275752,3.6,0.7299015155033884,2018-12-18
31,19171670,Cozy private bedroom with Queen size bed & closet.,132485563,Ali,"Manhattan, Upper East Side","(40.77226, -73.95983000000003)",Private room,115$,11,2018-10-23,0.5,67,3.043068163205101,13.2,0.7167434867409611,2018-04-19
32,9230738,Charming 1-bed apt w/ private deck,4031222,Romain,"Manhattan, Upper West Side","(40.77431, -73.97883)",Entire home/apt,185$,14,2019-04-21,0.38,4,3.5992649155535235,16.8,0.7321656992117932,2018-10-16
33,2574386,Luxury Apt - west village/Chelsea,9090698,G,"Manhattan, Chelsea","(40.74311, -74.00718)",Entire home/apt,275$,2,2014-10-05,0.03,365,3.2928440403926267,2.4,0.6791468470604342,2014-04-01
34,6445656,Big Room in Heart of Williamsburg,13873277,Elan,"Brooklyn, Williamsburg","(40.71599000000001, -73.95539000000002)",Private room,100$,0,,,0,,,,2018-05-10
35,9073600,Upper East Side 2 Bedroom Sleeps 4,6942997,Deborah,"Manhattan, Upper East Side","(40.7834, -73.94556)",Entire home/apt,95$,0,,,0,,,,2018-06-29
36,31055254,In the heart of midtown manhattan - CONVENIENCE,69446035,Michael,"Manhattan, Midtown","(40.75094, -73.98100000000002)",Entire home/apt,100$,0,,,365,,,,2018-08-28
37,13770780,Super sunny and spacious! Privacy!,38404959,Maria,"Queens, Ditmars Steinway","(40.77697, -73.9082)",Private room,60$,10,2018-09-27,0.38,364,4.551257158824186,12.0,0.9049284479521984,2018-03-24
38,22250309,Brownstone Apartment near Manhattan,62048197,Adetoro,"Brooklyn, Bedford-Stuyvesant","(40.68373, -73.93056)",Entire home/apt,85$,2,2018-05-05,0.14,0,3.965615954532512,2.4,0.7656552461635151,2017-10-30
39,32975089,"Amazing private room near subway (M,J, L,G trains)",248161322,Sergii,"Brooklyn, Bushwick","(40.70001, -73.93914000000002)",Private room,64$,0,,,338,,,,2018-02-06
40,21265628,Fabulous Room in East Willamsburg!,20583151,Deona,"Brooklyn, Bushwick","(40.69779000000001, -73.92282)",Private room,95$,1,2019-05-19,0.59,89,4.839623375366898,1.2,0.7208514548319275,2018-11-13
41,10022956,Huge room in 4 BR on Riverside,50539477,Brian,"Manhattan, Harlem","(40.82203, -73.95612)",Private room,50$,77,2019-06-02,3.26,190,3.0426878268406217,92.4,0.6440568489858471,2018-11-27
42,19791924,Spacious studio with private garden near The Met,112954746,Miranda,"Manhattan, Upper East Side","(40.77428, -73.95523)",Entire home/apt,145$,3,2017-07-30,0.12,0,3.1850821768884625,3.6,0.6752999236682369,2017-01-24
43,3701890,1 bedroom apartment on the UWS,3146957,Alexandra,"Manhattan, Upper West Side","(40.77918, -73.9874)",Entire home/apt,160$,5,2016-07-05,0.09,0,3.5357076076557696,6.0,0.6108534771568194,2015-12-31
44,36236013,READY BED GO the goal is to make u feel at home,256197494,Emanuel,"Brooklyn, Cypress Hills","(40.68042, -73.88978)",Private room,75$,1,2019-07-05,1.0,82,3.534620219078902,1.2,0.7326893922955862,2018-12-30
45,25918623,Sunny & Cheery Bronx Home - with Chickens!,7558748,Lily,"Bronx, Mott Haven","(40.8084, -73.92036999999998)",Entire home/apt,115$,36,2019-06-29,3.12,114,4.509901539379822,43.2,0.8221250009543002,2018-12-24
46,31494165,Sunny Cosy Private Room Hell's Kitchen & Broadway,33464426,Natasha,"Manhattan, Hell's Kitchen","(40.76453, -73.98527)",Private,80$,8,2019-05-29,1.4,0,4.933218281908909,9.6,0.6688345387220094,2018-11-23
47,34723111,Modern 3 Bedroom! Easy Access to Manhattan!,261904019,Pete,"Queens, Ridgewood","(40.70631, -73.89698)",Entire home/apt,199$,5,2019-07-01,3.13,145,4.862087896591945,6.0,0.6073525982952183,2018-12-26
48,17690331,"Quiet Bedroom in Central Bushwick, 16 mins to NYC",58953152,Dmitry,"Brooklyn, Bushwick","(40.69927, -73.91315999999998)",Private room,42$,12,2018-12-30,1.26,0,3.929946297919437,14.4,0.7578639752129392,2018-06-26
49,25817508,"Brand new space ! ... safe, peaceful and relaxing.",194004304,Norjia,"Manhattan, Washington Heights","(40.84782, -73.93954000000002)",Private room,85$,9,2019-01-01,0.79,80,4.9487767716540345,10.8,0.8576928628778328,2018-06-28
50,20783900,Marvelous Manhattan Marble Hill Private Suites,148960265,Randy,"Manhattan, Marble Hill","(40.87618, -73.91266)",Private room,93$,7,2018-10-06,0.32,0,4.868036151941184,8.4,0.6092625299376828,2020-02-17
51,13082571,Garden Overlook,72318418,Francisca,"Brooklyn, Crown Heights","(40.67002, -73.92054)",Private room,69$,132,2019-06-24,3.46,365,4.914117548271264,158.4,0.9260214759097176,2018-12-19
52,9791355,Beautiful studio in Gramercy Park,50463621,Josh,"Manhattan, Kips Bay","(40.7412, -73.98170999999998)",Entire home/apt,110$,0,,,0,,,,2018-07-11
53,34207673,Manhattan Midtown West - Modern Single Hotel Room,252604696,Erin,"Manhattan, Chelsea","(40.74899, -73.99605)",Private room,159$,0,,,359,,,,2018-05-10
54,35200165,Twin bed in hostel with other guests,201813482,Nick,"Brooklyn, Bushwick","(40.70508, -73.91577)",Shared room,25$,0,,,346,,,,2018-07-20
55,26749730,KID-friendly 2BR apartment - heart of Williamsburg,8654731,Juan,"Brooklyn, Williamsburg","(40.70945, -73.95843)",Entire home/apt,289$,32,2019-04-21,3.06,60,3.9929504436562175,38.4,0.7822186886293556,2018-10-16
56,6141561,Beautiful room & Amazing location,6984488,Jessica,"Brooklyn, Prospect Heights","(40.67483, -73.9646)",Private room,125$,16,2016-10-30,0.32,339,3.0917061324803927,19.2,0.6103870657679168,2016-04-26
57,28513774,Cozy 2 Bedroom Apt w/ Patio & Hot Tub near Trains,108249932,Yngrid And Jiovanni,"Brooklyn, East New York","(40.6757, -73.88925)",Entire home/apt,175$,22,2019-06-30,2.89,285,3.4866316093765763,26.4,0.7283196391938427,2018-12-25
58,20542510,Room 1 Private Lower Level Getaway w/ Window  (Lower Level 1),104927746,Amardeep,"Staten Island, Concord","(40.59669, -74.08645)",Private room,32$,45,2019-04-21,2.09,333,4.1079132693966445,54.0,0.6465630798741648,2018-10-16
59,24171777,Luxury Triplex with Roofdeck,6489789,Tim,"Brooklyn, Gowanus","(40.68159, -73.98075)",Entire home/apt,450$,3,2019-04-03,0.35,22,3.6228250351341775,3.6,0.7851902647692295,2018-09-28
60,1908852,Oversized Studio By Columbus Circle,684629,Alana,"Manhattan, Upper West Side","(40.7706, -73.98919000000002)",Entire home/apt,189$,7,2016-05-06,0.13,0,4.841203656986698,8.4,0.7259948019283061,2017-09-17
61,9695052,Owl's Landing - The Twins,50068597,Alex,"Staten Island, Stapleton","(40.63573, -74.0772)",Private room,48$,112,2019-07-02,2.6,316,3.572992308426399,134.4,0.6360833921189549,2018-12-27
62,22841280,RARE & Spacious Brooklyn Brownstone! Great Area!,26243777,Jami,"Brooklyn, Bedford-Stuyvesant","(40.68729, -73.92949)",Entire home/apt,125$,6,2019-04-19,0.36,0,4.342982541500141,7.1999999999999975,0.7181211576986933,2018-10-14
63,17481484,Brooklyn Apartment,118430352,Austin,"Brooklyn, Crown Heights","(40.67519, -73.9402)",Private room,75$,0,,,0,,,,2018-05-15
64,18858761,Private Entrance Astoria Five min walk to subway,131392140,Vik,"Queens, Astoria","(40.77407, -73.92262)",Entire home/apt,125$,49,2019-03-17,1.99,86,4.386348949278062,58.8,0.7650542962268763,2018-09-11
65,17634206,One Room Apartment Next to Columbus Circle,119930068,Arturo,"Manhattan, Hell's Kitchen","(40.76699, -73.9848)",Entire home/apt,130$,4,2017-03-19,0.14,0,4.457476674473302,4.8,0.6845207307366148,2016-09-13
66,9390729,Manhattan Brownstone Great Location,15280538,Elisabeth,"Manhattan, East Harlem","(40.78758, -73.95026)",Entire home/apt,465$,74,2019-07-06,1.67,62,3.8718419498954617,88.8,0.6044237197028554,2018-12-31
67,34035610,Private Room in a Beautiful Ridgewood Apartment,128605205,Tom,"Queens, Ridgewood","(40.7066, -73.91391999999998)",Private room,100$,0,,,3,,,,2018-09-23
68,13039849,"Peaceful, cozy, artistic studio.",283116,Lorie,"Queens, Sunnyside","(40.74625, -73.91643)",Entire home/apt,75$,0,,,0,,,,2018-08-26
69,24539281,"43rd Street “TIME SQUARE”
Single bed.",30985759,Taz,"Manhattan, Hell's Kitchen","(40.75792, -73.99172)",Shared room,65$,108,2019-06-23,7.33,325,3.0905023362078774,129.6,0.7631918266039353,2018-12-18
70,33621795,Queen Room,257565053,The Redford,"Manhattan, Lower East Side","(40.7211, -73.9893)",Private room,135$,0,,,162,,,,2018-09-02
71,22797190,Large 1 bedroom apartment East Village / Gramercy!,9374496,Svetlana,"Manhattan, Gramercy","(40.73307, -73.98347)",Entire home/apt,150$,16,2019-06-23,0.9,0,4.461403102282441,19.2,0.7550920366490317,2018-12-18
72,30937306,Hart Street Garden Apartment,34119511,Charles,"Brooklyn, Bedford-Stuyvesant","(40.69406, -73.93321)",Private,30$,1,2018-12-23,0.15,0,3.920576077121452,1.2,0.6262625169431466,2018-06-19
73,21357792,Stylish room in lush Williamsburg apartment,111969257,Jae,"Brooklyn, Williamsburg","(40.71619000000001, -73.9441)",Private room,90$,3,2018-07-12,0.15,0,3.2433553035858966,3.6,0.6137283445984824,2018-01-06
74,34912334,Sunny Private 1BR Suite w/Kitchen/Bath @A/C Lines,81325020,Matt & Crutch,"Brooklyn, Bedford-Stuyvesant","(40.67916, -73.92559)",Entire home/apt,85$,3,2019-06-22,2.05,43,4.355539821036511,3.6,0.7521020097409596,2018-12-17
75,8776479,East Williamsburg / Bushwick loft,8822845,Adam,"Brooklyn, Williamsburg","(40.70353, -73.93482)",Entire home/apt,140$,16,2019-03-15,0.49,1,3.1926797599454018,19.2,0.6415609676834525,2018-09-09
76,15732778,"Huge space across from park, easy to Manhattan",3398280,Megan,"Brooklyn, Prospect-Lefferts Gardens","(40.65776, -73.96174)",Private room,65$,3,2019-04-30,0.39,35,3.361691038978133,3.6,0.6048973608846264,2018-10-25
77,7319856,450ft Square Studio in Gramercy NY,11773680,Adam,"Manhattan, Kips Bay","(40.73813, -73.98098)",Entire home/apt,289$,4,2016-05-22,0.09,225,3.9037640022435407,4.8,0.7563810440819283,2015-11-17
78,7761394,One room in a 4 Bedroom apt.,40812084,Chris,"Brooklyn, Bedford-Stuyvesant","(40.68647, -73.92494)",Private room,45$,2,2015-09-29,0.04,0,3.4781338007921203,2.4,0.7831124221759156,2015-03-26
79,21867440,"Charming, Cozy Apartment in the Heart of Bushwick!",29599980,Leslie,"Brooklyn, Bushwick","(40.70636, -73.91935)",Entire home/apt,41$,1,2018-01-01,0.05,0,4.156181860250866,1.2,0.6687679623254635,2017-06-28
80,10019335,Your home in the historic district,48818023,Sarah,"Manhattan, Harlem","(40.82909, -73.94183000000002)",Entire home/apt,78$,0,,,0,,,,2018-05-24
81,21691896,Spacious Brooklyn Townhouse with Garden,21248,Toto,"Brooklyn, Sunset Park","(40.65015, -74.01084)",Entire home/apt,300$,1,2017-12-08,0.05,0,4.6855959629542285,1.2,0.617517300409251,2017-06-04
82,7733241,Amazing room in Williamsburg House,16683784,Charles,"Brooklyn, Williamsburg","(40.71375, -73.94341999999997)",Private room,72$,5,2017-06-30,0.11,0,3.54177640375402,6.0,0.7656853209141598,2016-12-25
83,411525,Beautiful Room + Private Balcony,1697784,Jonathan,"Brooklyn, Williamsburg","(40.71472, -73.96225)",Private room,120$,62,2019-05-17,0.7,15,3.842605461686257,74.39999999999998,0.7002122898068842,2018-11-11
84,13992442,Comfortable 1-bedroom in South Slope,57509618,Kelly,"Brooklyn, Sunset Park","(40.66206, -73.99767)",Private room,50$,0,,,0,,,,2018-08-08
85,4384820,N 6th & Bedford PRIME Williamsburg ,22764554,Linda,"Brooklyn, Williamsburg","(40.71797, -73.95981)",Private room,135$,1,2014-11-04,0.02,0,3.762790610674009,1.2,0.6590592670761438,2014-05-01
86,13747861,Sunny Bed Stuy Haven,7009626,Halle,"Brooklyn, Bedford-Stuyvesant","(40.68952, -73.94309)",Entire home/apt,295$,16,2017-07-30,0.44,0,3.248634617679235,19.2,0.7833604292790468,2017-01-24
87,1967045,Top Floor Brooklyn Pad 1.5Bd/1Bth,9975193,Julianna & Lawrence,"Brooklyn, Park Slope","(40.67694, -73.9813)",Entire home/apt,180$,6,2018-07-30,0.13,0,3.099356190191963,7.1999999999999975,0.7529001488538857,2018-01-24
88,9716437,Chill Gramercy Flat,956269,Justin,"Manhattan, Gramercy","(40.73725, -73.98439)",Entire home/apt,195$,19,2019-06-21,0.43,34,3.9334587399372087,22.8,0.7711331667961399,2018-12-16
89,14745847,Beautifu large studio in the heart  of Manhattan,39939354,Roberto,"Manhattan, Midtown","(40.75797, -73.97004)",Entire home/apt,150$,29,2019-06-22,0.86,31,4.314895869678827,34.8,0.7105764431225043,2018-12-17
90,36450318,"LUXURY, PRIVATE APT ACROSS FROM EMPIRE STATE",151831356,Michael,"Manhattan, Midtown","(40.74607, -73.98599)",Entire home/apt,199$,0,,,14,,,,2018-03-22
91,5613334,Beautiful room in Brownstone  Bklyn,7322898,Clemencia,"Brooklyn, Prospect Heights","(40.67928, -73.97013000000003)",Private room,110$,0,,,0,,,,2018-07-16
92,16465690,Room in the heart of East Village,52243881,Andrea,"Manhattan, East Village","(40.7232, -73.98223)",Private room,90$,8,2018-01-02,0.26,0,4.005200086246331,9.6,0.6996925631303349,2017-06-29
93,57618,"Great new apt, close to everything",274557,Ana,"Manhattan, Hell's Kitchen","(40.7672, -73.98508000000002)",Entire home/apt,250$,94,2019-06-09,0.96,3,4.416985749971115,112.8,0.6870411934725159,2018-12-04
94,8796283,Sunny flat in lovely brownstone,9138796,Eli And Maggie,"Brooklyn, Bedford-Stuyvesant","(40.68967, -73.93381)",Entire home/apt,130$,115,2019-06-23,2.83,49,3.5207181575596462,138.0,0.6011162115350788,2018-12-18
95,13378096,Bushwick 1 Bedroom,16626798,Chelsea,"Brooklyn, Bushwick","(40.70222, -73.92947)",Private room,65$,0,,,0,,,,2018-03-09
96,9539912,1BDRM 25 min subway to Times sq,49411357,Viacheslav,"Queens, Forest Hills","(40.71425, -73.84503000000002)",Entire home/apt,100$,0,,,0,,,,2018-04-30
97,32635722,Sonder | Stock Exchange | Modern 2BR + Kitchen,219517861,Sonder (NYC),"Manhattan, Financial District","(40.70608, -74.01111999999998)",Entire home/apt,416$,7,2019-06-08,1.72,338,4.13344350174169,8.4,0.6403893267678639,2018-12-03
98,31165324,Furnished room in beautiful spacious duplex,44409079,Mariana,"Brooklyn, Williamsburg","(40.71198, -73.94807)",Private room,125$,0,,,340,,,,2018-02-23
99,22480570,Sunny & Cozy Double Bedroom with private entrance,22382224,Meryem,"Brooklyn, Windsor Terrace","(40.66023, -73.9804)",PRIVATE ROOM,85$,6,2018-04-02,0.33,0,3.8793766543713413,7.1999999999999975,0.7407073235187621,2017-09-27
100,35549378,A dreamy stay,267476000,Xanthi,"Manhattan, Hell's Kitchen","(40.76369, -73.98891)",Private room,100$,0,,,167,,,,2018-09-06
101,7222354,"Sunny Upper East Side Apt, Balcony",18489745,Fon,"Manhattan, Upper East Side","(40.76446, -73.95603)",PRIVATE ROOM,86$,2,2016-03-13,0.04,0,3.6741050240093935,2.4,0.7025919740821692,2015-09-08
102,19100971,Spacious Bedroom with lots of Natural Light,81745867,Jacqueline,"Manhattan, Washington Heights","(40.84917, -73.94048000000002)",Private room,70$,2,2018-06-25,0.16,0,3.307499064635381,2.4,0.7003945702636872,2017-12-20
103,8816465,"Large, Sunny Family-Friendly Apt. (Smoke-Free)",40800505,Beverly,"Brooklyn, Bedford-Stuyvesant","(40.68691, -73.93294)",Entire home/apt,135$,29,2018-11-10,0.65,268,4.5877169099477655,34.8,0.8887620064740767,2018-05-07
104,19936586,Huge Sunny room in BedStuy (musician friendly),26091462,Tanya,"Brooklyn, Bedford-Stuyvesant","(40.69499, -73.94921)",Private room,100$,1,2017-11-05,0.05,0,4.852652428604307,1.2,0.704552858447081,2017-05-02
105,9495205,Comfy & Sunny Studio Rental,33058791,Amanda,"Brooklyn, Clinton Hill","(40.6858, -73.96789)",Entire home/apt,180$,0,,,0,,,,2018-05-04
106,18042238,Airy one bedroom in Crown Heights,100345999,Leigh,"Brooklyn, Crown Heights","(40.67544, -73.95655)",Entire home/apt,80$,1,2017-04-28,0.04,0,4.363348101929722,1.2,0.6951156538860177,2016-10-23
107,21173148,"Sunny apartment, great amenties and transporation.",27231066,Victoria,"Manhattan, Harlem","(40.81138, -73.95442)",Entire home/apt,165$,22,2019-05-27,1.03,0,3.877467921950056,26.4,0.686272065492126,2018-11-21
108,21394300,Entire 1BR Beautiful Williamsburg Apartment,205055,Clare,"Brooklyn, Williamsburg","(40.71923, -73.95515)",Entire home/apt,150$,3,2018-01-04,0.15,0,3.289485700573656,3.6,0.7598436151975102,2017-07-01
109,20978898,Lovely Bushwick Townhouse - steps from subway!,150965627,Anna,"Brooklyn, Bushwick","(40.6838, -73.91015)",Private room,40$,8,2018-11-01,0.36,0,4.533217068883494,9.6,0.7625640950841683,2018-04-28
110,18873598,Lovely one bedroom suite in midtown manhattan,120762452,Stanley,"Manhattan, Murray Hill","(40.74966, -73.97601)",Entire home/apt,175$,0,,,180,,,,2018-09-10
111,11547246,"Large, sunny room - Lower East Side",22551065,Tamir,"Manhattan, Lower East Side","(40.71931, -73.98393)",Private room,85$,1,2016-05-16,0.03,0,4.298273853200157,1.2,0.6328508569082056,2015-11-11
112,34937287,4Bed Penthouse! Terrace! Location! 5th Ave,133996326,Grant,"Manhattan, Flatiron District","(40.74312000000001, -73.98977)",Entire home/apt,459$,5,2019-07-07,4.29,354,4.364623246042022,6.0,0.7176156191311527,2019-01-01
113,12084205,East Village 1B in 3B apt,51924404,Angela,"Manhattan, East Village","(40.72966, -73.98476)",Private room,56$,2,2016-06-01,0.05,0,4.69063780676361,2.4,0.6623614567305164,2015-11-27
114,35348683,Central Park/Times Square Luxury Suite,16830841,Mara,"Manhattan, Midtown","(40.76372, -73.98182)",Private room,358$,2,2019-07-01,2.0,322,4.457747295340536,2.4,0.7048905950868939,2018-12-26
115,18109852,"Sunny high-ceiling, large-windows, Bushwick apt",5168429,Chris,"Brooklyn, Bushwick","(40.69511, -73.90715)",Private room,65$,17,2019-01-12,0.66,11,4.027202540144852,20.4,0.6974708673544887,2018-07-09
116,11378048,Charming One Bedroom in Boerum Hill,4161553,Michael,"Brooklyn, Gowanus","(40.6848, -73.98894)",Entire home/apt,120$,5,2016-05-09,0.13,0,3.3094576406171887,6.0,0.7697318059990134,2015-11-04
117,14913197,Serene & Clean Cuartito with Garden View,60852834,Manny & Gemma,"Brooklyn, Greenpoint","(40.72948, -73.94918)",Private room,56$,154,2019-06-15,4.49,44,3.909946541773981,184.8,0.7300003378659481,2018-12-10
118,27059366,Your own 2 bedroom Home in NYC,97168718,Chloe,"Manhattan, Upper West Side","(40.78802, -73.97253)",Entire home/apt,250$,0,,,38,,,,2018-05-25
119,30184570,Cozy room in the heart of Williamsburg.,188477517,Jane,"Brooklyn, Williamsburg","(40.7107, -73.95846)",Private room,100$,1,2018-12-09,0.14,0,4.0219486588096585,1.2,0.6251381220868402,2018-06-05
120,36077745,AMAZING LARGE ONE BEDROOM IN WILLIAMSBURG!!,266752544,Haily,"Brooklyn, Williamsburg","(40.71527, -73.93852)",Entire home/apt,299$,2,2019-07-03,2.0,178,3.847872477468423,2.4,0.7214924158593166,2018-12-28
121,5105805,Best Location in Midtown Manhattan,8329975,Gore,"Manhattan, Hell's Kitchen","(40.76645, -73.98539)",Entire home/apt,150$,15,2019-06-29,0.41,5,3.9424137964094994,18.0,0.6551896004993993,2018-12-24
122,4050765,Harmony House 3 on Madison Street,21014758,Garnet,"Brooklyn, Bedford-Stuyvesant","(40.68852, -73.92393)",Private room,38$,50,2019-06-25,1.35,126,3.8173509200575593,60.0,0.7727704939552644,2018-12-20
123,30392986,"Peaceful Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,Blueground,"Manhattan, Chelsea","(40.7388, -73.997)",Entire home/apt,361$,0,,,157,,,,2018-05-26
124,28659894,Private bedroom in prime Bushwick! Near Trains!!!,216235179,Nina,"Brooklyn, Bushwick","(40.69988, -73.92071999999997)",Private room,55$,4,2019-04-12,0.58,358,4.916251786868868,4.8,0.7031171413234527,2020-08-23
125,25051166,NEAR COLUMBIA PRESBYTERIAN HOSP- Students*Visitors,25237492,Juliana,"Manhattan, Washington Heights","(40.84115, -73.94095)",Private room,50$,2,2019-02-06,0.17,311,4.423282550587492,2.4,0.6727804871532884,2018-08-03
126,18667184,Easy trip to Manhattan!  Large Private Garden!,129733507,Mo,"Brooklyn, Bedford-Stuyvesant","(40.68391, -73.95783)",Entire home/apt,200$,4,2018-05-06,0.17,250,4.337523065380702,4.8,0.7280640614894329,2017-10-31
